,Sink,Source,Time Class,Time Delta,Transmission Type,Weight
1405,A/northern pintail/Interior Alaska/9BM8464R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,0.0,Inter-Species,7.999136
1406,A/mallard/Interior Alaska/9BM9755R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,4.0,Intra-Species,8.0
1407,A/northern pintail/Interior Alaska/9BM10146R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,5.0,Inter-Species,8.0
1408,A/northern pintail/Interior Alaska/9BM8459R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,0.0,Inter-Species,8.0
1409,A/northern pintail/Interior Alaska/9BM8502R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,0.0,Inter-Species,8.0
1410,A/northern pintail/Interior Alaska/9BM10525R2/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,6.0,Inter-Species,8.0
1411,A/northern pintail/Interior Alaska/9BM8448R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,0.0,Inter-Species,8.0
1412,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/mallard/Interior Alaska/9BM8474R0/2009,Environmental Persistence,286.0,Inter-Species,7.9979359999999975
1413,A/mallard/New Brunswick/00339/2010,A/mallard/New Brunswick/00337/2010,Direct Transmission,0.0,Intra-Species,8.0
1414,A/blue-winged teal/Missouri/10MO003/2010,A/mallard/Iowa/10OS2420/2010,Direct Transmission,-3.0,Inter-Species,7.759391999999999
1415,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/northern pintail/Interior Alaska/9BM4991R0/2009,Direct Transmission,0.0,Intra-Species,7.999567999999999
1416,A/ruddy turnstone/New Jersey/AI09-1228/2009,A/ruddy turnstone/New Jersey/AI09-961/2009,Direct Transmission,12.0,Intra-Species,7.9871820000000024
1417,A/ruddy turnstone/New Jersey/AI09-1325/2009,A/ruddy turnstone/New Jersey/AI09-961/2009,Direct Transmission,8.0,Intra-Species,7.995155
1418,A/mallard/Interior Alaska/9BM8387R0/2009,A/northern pintail/Interior Alaska/9BM6902R0/2009,Direct Transmission,9.0,Inter-Species,7.975796000000001
1419,A/mallard/Interior Alaska/9BM2057/2009,A/mallard/Interior Alaska/9BM1967/2009,Direct Transmission,2.0,Intra-Species,8.0
1420,A/mallard/Interior Alaska/9BM1965/2009,A/mallard/Interior Alaska/9BM1967/2009,Direct Transmission,0.0,Intra-Species,7.999547
1421,A/mallard/Interior Alaska/10BM09562R0/2010,A/mallard/Interior Alaska/10BM09570R0/2010,Direct Transmission,0.0,Intra-Species,7.999535000000002
1422,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,A/mallard/Interior Alaska/10BM06447R0/2010,Direct Transmission,3.0,Inter-Species,7.957495
1423,A/American green-winged teal/Interior Alaska/10BM08222R0/2010,A/mallard/Interior Alaska/10BM06447R0/2010,Direct Transmission,5.0,Inter-Species,7.595989000000001
1424,A/mallard/Interior Alaska/10BM07072R0/2010,A/mallard/Interior Alaska/10BM08120R0/2010,Direct Transmission,-3.0,Intra-Species,7.998394999999999
1425,A/northern shoveler/Interior Alaska/10BM05382R0/2010,A/northern shoveler/Interior Alaska/10BM05491R0/2010,Direct Transmission,-1.0,Intra-Species,7.996964
1426,A/northern shoveler/Interior Alaska/10BM05487R0/2010,A/northern shoveler/Interior Alaska/10BM05491R0/2010,Direct Transmission,0.0,Intra-Species,7.997965
1427,A/American green-winged teal/Interior Alaska/10BM05376R0/2010,A/northern shoveler/Interior Alaska/10BM05491R0/2010,Direct Transmission,-1.0,Inter-Species,7.993067
1428,A/northern pintail/Interior Alaska/10BM10298R0/2010,A/northern shoveler/Interior Alaska/10BM05491R0/2010,Direct Transmission,14.0,Inter-Species,7.996253999999999
1429,A/mallard/Interior Alaska/10BM12383R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,7.998842999999999
1430,A/mallard/Interior Alaska/10BM12352R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,7.999351
1431,A/mallard/Interior Alaska/10BM12351R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,7.999425
1432,A/mallard/Interior Alaska/10BM12350R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1433,A/mallard/Interior Alaska/10BM12370R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1434,A/mallard/Interior Alaska/10BM12374R0/2010,A/mallard/Interior Alaska/10BM12363R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1435,A/mallard/Alberta/421/2009,A/mallard/Alberta/417/2009,Direct Transmission,0.0,Intra-Species,7.999428
1436,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,7.0,Inter-Species,7.985652
1437,A/mallard/Interior Alaska/9BM10563R2/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,8.0,Inter-Species,7.9804650000000015
1438,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,7.0,Inter-Species,7.985652
1439,A/mallard/Interior Alaska/9BM6886R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,2.0,Inter-Species,7.994963
1440,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,7.0,Inter-Species,7.984180999999999
1441,A/northern pintail/Interior Alaska/9BM9989R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,7.0,Intra-Species,7.990027000000001
1442,A/northern pintail/Interior Alaska/9BM8815R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,3.0,Intra-Species,7.9983119999999985
1443,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3.0,Intra-Species,8.0
1444,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-4.0,Intra-Species,8.0
1445,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,2.0,Inter-Species,8.0
1446,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1447,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,1.0,Intra-Species,8.0
1448,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3.0,Intra-Species,8.0
1449,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,0.0,Intra-Species,7.9994130000000006
1450,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-6.0,Intra-Species,7.997020000000001
1451,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3.0,Intra-Species,7.998437000000001
1452,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-6.0,Intra-Species,7.999547
1453,A/mallard/Illinois/10OS4111/2010,A/mallard/Illinois/10OS3786/2010,Direct Transmission,1.0,Intra-Species,7.9179080000000015
1454,A/glaucous-winged gull/Southeastern Alaska/10JR01572R0/2010,A/gull/Southeastern Alaska/10JR01527R0/2010,Direct Transmission,1.0,Intra-Species,7.994860000000001
1455,A/American black duck/New Brunswick/00618/2010,A/American black duck/New Brunswick/00620/2010,Direct Transmission,0.0,Intra-Species,8.0
1456,A/American black duck/New Brunswick/00619/2010,A/American black duck/New Brunswick/00620/2010,Direct Transmission,0.0,Intra-Species,7.997323
1457,A/American black duck/New Brunswick/00624/2010,A/American black duck/New Brunswick/00620/2010,Direct Transmission,0.0,Intra-Species,8.0
1458,A/mallard/Interior Alaska/10BM11311R0/2010,A/northern pintail/Minnesota/AI09-4322/2009,Environmental Persistence,334.0,Inter-Species,7.648583
1459,A/northern pintail/Interior Alaska/9BM7254R0/2009,A/northern pintail/Interior Alaska/9BM7252R0/2009,Direct Transmission,0.0,Intra-Species,7.999567999999999
1460,A/mallard/Interior Alaska/9BM3355R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2.0,Inter-Species,7.9994130000000006
1461,A/mallard/Interior Alaska/9BM3016R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-6.0,Inter-Species,8.0
1462,A/mallard/Interior Alaska/9BM3078R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-5.0,Inter-Species,8.0
1463,A/mallard/Interior Alaska/9BM3357R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2.0,Inter-Species,8.0
1464,A/mallard/Interior Alaska/9BM3379R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-1.0,Inter-Species,8.0
1465,A/mallard/Interior Alaska/9BM3076R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-5.0,Inter-Species,8.0
1466,A/mallard/Interior Alaska/9BM3361R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2.0,Inter-Species,8.0
1467,A/mallard/California/5502/2009,A/mallard/California/5222/2009,Direct Transmission,-4.0,Intra-Species,7.983445
1468,A/mallard/California/5276/2009,A/mallard/California/5222/2009,Direct Transmission,2.0,Intra-Species,7.985794999999999
1469,A/mallard/California/5212/2009,A/mallard/California/5222/2009,Direct Transmission,0.0,Intra-Species,7.996407
1470,A/mallard/California/5197/2009,A/mallard/California/5222/2009,Direct Transmission,0.0,Intra-Species,7.981468
1471,A/mallard/California/5250/2009,A/mallard/California/5222/2009,Direct Transmission,1.0,Intra-Species,7.993368999999999
1472,A/mallard/California/5191/2009,A/mallard/California/5222/2009,Direct Transmission,0.0,Intra-Species,7.991942
1473,A/mallard/California/5219/2009,A/mallard/California/5222/2009,Direct Transmission,0.0,Intra-Species,7.998972999999999
1474,A/mallard/California/5174/2009,A/mallard/California/5222/2009,Direct Transmission,-2.0,Intra-Species,7.997077
1475,A/mallard/California/5386/2009,A/mallard/California/5222/2009,Direct Transmission,8.0,Intra-Species,7.9846660000000025
1476,A/mallard/California/5359/2009,A/mallard/California/5222/2009,Direct Transmission,8.0,Intra-Species,7.984058
1477,A/mallard/California/5149/2009,A/mallard/California/5222/2009,Direct Transmission,-2.0,Intra-Species,7.9909029999999985
1478,A/mallard/California/5491/2009,A/mallard/California/5222/2009,Direct Transmission,-4.0,Intra-Species,7.992877
1479,A/mallard/California/5319/2009,A/mallard/California/5222/2009,Direct Transmission,-4.0,Intra-Species,7.992120000000001
1480,A/mallard/Interior Alaska/9BM11065R0/2009,A/northern pintail/Interior Alaska/9BM10287R0/2009,Direct Transmission,2.0,Inter-Species,7.997057000000001
1481,A/mallard/Interior Alaska/10BM01929R0/2010,A/northern pintail/Interior Alaska/9BM10287R0/2009,Environmental Persistence,303.0,Inter-Species,7.961746999999999
1482,A/northern pintail/Interior Alaska/9BM9383R0/2009,A/northern pintail/Interior Alaska/9BM10287R0/2009,Direct Transmission,-4.0,Intra-Species,7.988066000000001
1483,A/mallard/Interior Alaska/10BM11415R0/2010,A/mallard/Interior Alaska/10BM11414R0/2010,Direct Transmission,0.0,Intra-Species,7.998539999999998
1484,A/mallard/Interior Alaska/10BM11420R0/2010,A/mallard/Interior Alaska/10BM11414R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1485,A/mallard/Interior Alaska/10BM11418R0/2010,A/mallard/Interior Alaska/10BM11414R0/2010,Direct Transmission,0.0,Intra-Species,7.999136
1486,A/mallard/Interior Alaska/10BM12049R0/2010,A/mallard/Interior Alaska/10BM11414R0/2010,Direct Transmission,1.0,Intra-Species,7.998993
1487,A/mallard/Interior Alaska/10BM11419R0/2010,A/mallard/Interior Alaska/10BM11414R0/2010,Direct Transmission,0.0,Intra-Species,7.998683
1488,A/gull/New Jersey/AI09-964/2009,A/ruddy turnstone/New Jersey/AI09-710/2009,Direct Transmission,5.0,Inter-Species,7.996729999999999
1489,A/ruddy turnstone/New Jersey/AI09-874/2009,A/ruddy turnstone/New Jersey/AI09-710/2009,Direct Transmission,0.0,Intra-Species,7.999547
1490,A/mallard/Interior Alaska/9BM12326R0/2009,A/northern pintail/Interior Alaska/9BM11757R0/2009,Direct Transmission,14.0,Inter-Species,7.976176
1491,A/shorebird/Delaware/324/2009,A/shorebird/Delaware/300/2009,Direct Transmission,0.0,Intra-Species,7.997947999999999
1492,A/northern pintail/Interior Alaska/10BM10853R0/2010,A/mallard/Interior Alaska/10BM10876R0/2010,Direct Transmission,0.0,Inter-Species,8.0
1493,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10876R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1494,A/northern pintail/Interior Alaska/10BM10790R0/2010,A/mallard/Interior Alaska/10BM10876R0/2010,Direct Transmission,0.0,Inter-Species,7.998844
1495,A/mallard/Interior Alaska/10BM10859R0/2010,A/mallard/Interior Alaska/10BM10876R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1496,A/mallard/Interior Alaska/9BM12388R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,Direct Transmission,0.0,Inter-Species,7.994338999999999
1497,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,Direct Transmission,0.0,Inter-Species,7.9937380000000005
1498,A/mallard/Interior Alaska/9BM12390R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,Direct Transmission,0.0,Inter-Species,7.99403
1499,A/mallard/Arkansas/AI09-5900/2009,A/mallard/Interior Alaska/9BM11382R0/2009,Environmental Persistence,115.0,Intra-Species,7.585547000000001
1500,A/American black duck/Prince Edward Island/00673/2010,A/mallard/Interior Alaska/9BM11382R0/2009,Environmental Persistence,351.0,Inter-Species,7.6515119999999985
1501,A/American black duck/Prince Edward Island/00672/2010,A/mallard/Interior Alaska/9BM11382R0/2009,Environmental Persistence,351.0,Inter-Species,7.650975
1502,A/herring gull/New Jersey/AI09-1262/2009,A/ruddy turnstone/New Jersey/AI09-1352/2009,Direct Transmission,11.0,Inter-Species,7.9800960000000005
1503,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4.0,Intra-Species,8.0
1504,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1505,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,1.0,Inter-Species,8.0
1506,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4.0,Intra-Species,7.998437000000001
1507,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1.0,Intra-Species,7.9994130000000006
1508,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1.0,Intra-Species,8.0
1509,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4.0,Intra-Species,8.0
1510,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1.0,Intra-Species,8.0
1511,A/blue-winged teal/Prince Edward Island/03927/2009,A/mallard/California/5255/2009,Environmental Persistence,22.0,Inter-Species,7.525664999999999
1512,A/blue-winged teal/Guatemala/CIP049-13/2010,A/blue-winged teal/Guatemala/CIP049-12/2010,Direct Transmission,0.0,Inter-Species,7.989329
1513,A/northern pintail/Interior Alaska/9BM11431R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,2.0,Intra-Species,7.996569999999998
1514,A/northern pintail/Interior Alaska/9BM9973R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-1.0,Intra-Species,8.0
1515,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6.0,Inter-Species,8.0
1516,A/northern pintail/Interior Alaska/9BM8464R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6.0,Intra-Species,7.999136
1517,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-2.0,Inter-Species,8.0
1518,A/northern pintail/Interior Alaska/9BM10146R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-1.0,Intra-Species,8.0
1519,A/northern pintail/Interior Alaska/9BM8459R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6.0,Intra-Species,8.0
1520,A/northern pintail/Interior Alaska/9BM8502R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6.0,Intra-Species,8.0
1521,A/northern pintail/Interior Alaska/9BM11325R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,2.0,Intra-Species,7.999567999999999
1522,A/northern pintail/Interior Alaska/9BM8448R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6.0,Intra-Species,8.0
1523,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/northern pintail/Interior Alaska/9BM10525R2/2009,Environmental Persistence,280.0,Intra-Species,7.9979359999999975
1524,A/northern pintail/Interior Alaska/9BM7118R1/2009,A/northern pintail/Interior Alaska/9BM8553R0/2009,Direct Transmission,-4.0,Intra-Species,7.996977
1525,A/northern pintail/Interior Alaska/9BM11431R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,3.0,Intra-Species,7.996569999999998
1526,A/northern pintail/Interior Alaska/9BM11325R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,3.0,Intra-Species,7.999567999999999
1527,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5.0,Inter-Species,8.0
1528,A/northern pintail/Interior Alaska/9BM8464R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5.0,Intra-Species,7.999136
1529,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-1.0,Inter-Species,8.0
1530,A/northern pintail/Interior Alaska/9BM10146R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1531,A/northern pintail/Interior Alaska/9BM8459R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1532,A/northern pintail/Interior Alaska/9BM8502R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1533,A/northern pintail/Interior Alaska/9BM10525R2/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,1.0,Intra-Species,8.0
1534,A/northern pintail/Interior Alaska/9BM8448R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1535,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/northern pintail/Interior Alaska/9BM9973R0/2009,Environmental Persistence,281.0,Intra-Species,7.9979359999999975
1536,A/blue-winged teal/New Brunswick/00774/2010,A/American black duck/New Brunswick/00558/2010,Direct Transmission,11.0,Inter-Species,7.993865999999999
1537,A/mallard/New Brunswick/00495/2010,A/American black duck/New Brunswick/00558/2010,Direct Transmission,-2.0,Inter-Species,7.998850999999998
