Strain Name,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Country,Host Species,Collection Date,Subtype,Complete Genome
A/northern shoveler/Wisconsin/10OS3226/2010,CY133184,CY133183,CY133182,CY133177,CY133180,CY133179,CY133178,CY133181,Wisconsin,USA,IRD:Northern Shoveler/Avian,11/10/2010,H7N3,Yes
A/northern shoveler/Wisconsin/2508/2009,CY097437,CY097436,CY097435,CY097430,CY097433,CY097432,CY097431,CY097434,Wisconsin,USA,IRD:Northern Shoveler/Avian,10/3/2009,H4N2,Yes
A/northern shovelerMissouri/196/2009,CY097621,CY097620,CY097619,CY097614,CY097617,CY097616,CY097615,CY097618,Missouri,USA,IRD:Northern Shoveler/Avian,12/7/2009,H10N3,Yes
A/northern shoverl/Mississippi/11OS145/2011,CY133656,CY133655,CY133654,CY133649,CY133652,CY133651,CY133650,CY133653,Mississippi,USA,IRD:Northern Shoveler/Avian,1/8/2011,H7N9,Yes
A/red-necked grebe/Minnesota/AI10-1948/2010,CY141088,CY141087,CY141086,CY141081,CY141084,CY141083,CY141082,CY141085,Minnesota,USA,IRD:Grebe/Avian,7/7/2010,H1N1,Yes
A/red-necked grebe/Minnesota/AI10-1954/2010,CY141096,CY141095,CY141094,CY141089,CY141092,CY141091,CY141090,CY141093,Minnesota,USA,IRD:Grebe/Avian,7/7/2010,H1N1,Yes
A/red-necked grebe/Minnesota/AI10-2528/2010,CY141112,CY141111,CY141110,CY141105,CY141108,CY141107,CY141106,CY141109,Minnesota,USA,IRD:Grebe/Avian,8/7/2010,H4N8,Yes
A/red-necked grebe/Minnesota/AI10-2529/2010,CY141122,CY141121,CY141120,CY141113,CY141117,CY141116,CY141115,CY141119,Minnesota,USA,IRD:Grebe/Avian,8/7/2010,mixed,Yes
A/red-necked grebe/Minnesota/AI10-2530/2010,CY141131,CY141130,CY141129,CY141123,CY141127,CY141126,CY141124,CY141128,Minnesota,USA,IRD:Grebe/Avian,8/7/2010,mixed,Yes
A/red-necked grebe/Minnesota/AI10-2531/2010,CY141142,CY141140,CY141139,CY141132,CY141135,CY141134,CY141133,CY141137,Minnesota,USA,IRD:Grebe/Avian,8/7/2010,mixed,Yes
A/ring-billed gull/Quebec/02434-1/2009,CY125219,CY125218,CY125217,CY125212*,CY125215,CY125214,CY125213,CY125216,-N/A-,Canada,IRD:Gull/Avian,7/20/2009,H13N6,Yes
A/ring-billed gull/Quebec/02622-1/2009,CY125324,CY125323,CY125322,CY125317,CY125320,CY125319,CY125318,CY125321,-N/A-,Canada,IRD:Gull/Avian,7/20/2009,(N6),Yes
A/ring-billed gull/Quebec/G018/2010,CY138104,CY138103,CY138102,CY138097,CY138100,CY138099,CY138098,CY138101,-N/A-,Canada,IRD:Gull/Avian,5/12/2010,H1N3,Yes
A/ring-billed gull/Quebec/G066/2010,CY138112,CY138111,CY138110,CY138105,CY138108,CY138107,CY138106,CY138109,-N/A-,Canada,IRD:Gull/Avian,5/12/2010,H1N3,Yes
A/ring-billed gull/Quebec/G068/2010,CY138120,CY138119,CY138118,CY138113,CY138116,CY138115,CY138114,CY138117,-N/A-,Canada,IRD:Gull/Avian,5/12/2010,H1N3,Yes
A/ring-billed gull/Quebec/G139/2010,CY138128,CY138127,CY138126,CY138121,CY138124,CY138123,CY138122,CY138125,-N/A-,Canada,IRD:Gull/Avian,5/18/2010,H1N3,Yes
A/ring-billed gull/Quebec/G192/2010,CY138136,CY138135,CY138134,CY138129,CY138132,CY138131,CY138130,CY138133,-N/A-,Canada,IRD:Gull/Avian,5/19/2010,H1N3,Yes
A/ring-necked duck/Illinois/4125/2009,CY097557,CY097556,CY097555,CY097550,CY097553,CY097552,CY097551,CY097554,Illinois,USA,IRD:Ring-Necked Duck/Avian,11/29/2009,H4N8,Yes
A/ring-necked duck/Interior Alaska/10BM05617R0/2010,CY135786,CY135785,CY135784,CY135779,CY135782,CY135781,CY135780,CY135783,Alaska,USA,IRD:Ring-necked Duck/Avian,7/26/2010,H4N6,Yes
A/ring-necked duck/Interior Alaska/10BM05792R0/2010,CY135810,CY135809,CY135808,CY135803,CY135806,CY135805,CY135804,CY135807,Alaska,USA,IRD:Ring-necked Duck/Avian,7/26/2010,H3N8,Yes
A/ring-necked duck/New Brunswick/03400/2009,CY125396,CY125395,CY125394,CY125389,CY125392,CY125391,CY125390,CY125393,-N/A-,Canada,IRD:Ring-necked Duck/Avian,8/9/2009,H3N8,Yes
A/ring-necked duck/New Brunswick/03449/2009,CY125356,CY125355,CY125354,CY125349,CY125352,CY125351,CY125350,CY125353,-N/A-,Canada,IRD:Ring-necked Duck/Avian,8/12/2009,H11N9,Yes
A/ring-necked duck/Nova Scotia/03378/2009,CY125340,CY125339,CY125338,CY125333,CY125336,CY125335,CY125334,CY125337,-N/A-,Canada,IRD:Ring-necked Duck/Avian,8/8/2009,H3N8,Yes
A/ruddy duck/Illinois/3471/2009,CY097065,CY097064,CY097063,CY097058,CY097061*,CY097060,CY097059,CY097062,Illinois,USA,IRD:Duck/Avian,11/1/2009,H3N8,Yes
A/ruddy turnstone/Delaware/AI09-1221/2009,CY146326,CY146325,CY146324,CY146319,CY146322,CY146321,CY146320,CY146323,Delaware,USA,IRD:Ruddy Turnstone/Avian,6/2/2009,H1N1,Yes
A/ruddy turnstone/Delaware/AI09-1268/2009,CY146367,CY146366,CY146365,CY146360,CY146363,CY146362,CY146361,CY146364,Delaware,USA,IRD:Ruddy Turnstone/Avian,6/2/2009,H10N7,Yes
A/ruddy turnstone/Delaware/AI09-467/2009,CY146027,CY146026,CY146025,CY146020,CY146023,CY146022,CY146021,CY146024,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,H10N7,Yes
A/ruddy turnstone/Delaware/AI09-594/2009,CY146084,CY146083,CY146082,CY146077,CY146080,CY146079,CY146078,CY146081,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,Mixed,Yes
A/ruddy turnstone/Delaware/AI09-666/2009,CY146116,CY146115,CY146114,CY146109,CY146112,CY146111,CY146110,CY146113,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,H6N1,Yes
A/ruddy turnstone/Delaware/AI09-769/2009,CY146140,CY146139,CY146138,CY146133,CY146136,CY146135,CY146134,CY146137,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,H1N7,Yes
A/ruddy turnstone/Delaware/AI09-879/2009,CY146196,CY146195,CY146194,CY146189,CY146192,CY146191,CY146190,CY146193,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,H10N7,Yes
A/ruddy turnstone/Delaware/AI09-960/2009,CY146237,CY146236,CY146235,CY146230,CY146233,CY146232,CY146231,CY146234,Delaware,USA,IRD:Ruddy Turnstone/Avian,5/28/2009,H1N7,Yes
A/ruddy turnstone/New Jersey/AI09-027/2009,CY145865,CY145864,CY145863,CY145858,CY145861,CY145860,CY145859,CY145862,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/13/2009,H11N1,Yes
A/ruddy turnstone/New Jersey/AI09-071/2009,CY145874,CY145873,CY145872,CY145866,CY145870,CY145869,CY145868,CY145871,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/11/2009,(N1),Yes
A/ruddy turnstone/New Jersey/AI09-1008/2009,CY146261,CY146260,CY146259,CY146254,CY146257,CY146256,CY146255,CY146258,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H11N9,Yes
A/ruddy turnstone/New Jersey/AI09-1033/2009,CY146269,CY146268,CY146267,CY146262,CY146265,CY146264,CY146263,CY146266,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1071/2009,CY146278,CY146277,CY146276,CY146270,CY146274,CY146272,CY146271,CY146275,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,Mixed,Yes
A/ruddy turnstone/New Jersey/AI09-1082/2009,CY146286,CY146285,CY146284,CY146279,CY146282,CY146281,CY146280,CY146283,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-1144/2009,CY146294,CY146293,CY146292,CY146287,CY146290,CY146289,CY146288,CY146291,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H11N9,Yes
A/ruddy turnstone/New Jersey/AI09-1149/2009,CY146302,CY146301,CY146300,CY146295,CY146298,CY146297,CY146296,CY146299,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1164/2009,CY146310,CY146309,CY146308,CY146303,CY146306,CY146305,CY146304,CY146307,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H11N9,Yes
A/ruddy turnstone/New Jersey/AI09-119/2009,CY145882,CY145881,CY145880,CY145875,CY145878,CY145877,CY145876,CY145879,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/20/2009,H1N8,Yes
A/ruddy turnstone/New Jersey/AI09-1211/2009,CY146318,CY146317,CY146316,CY146311,CY146314,CY146313,CY146312,CY146315,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-1228/2009,CY146334,CY146333,CY146332,CY146327,CY146330,CY146329,CY146328,CY146331,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1233/2009,CY146342,CY146341,CY146340,CY146335,CY146338,CY146337,CY146336,CY146339,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H1N7,Yes
A/ruddy turnstone/New Jersey/AI09-1240/2009,CY146350,CY146349,CY146348,CY146343,CY146346,CY146345,CY146344,CY146347,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,Mixed,Yes
A/ruddy turnstone/New Jersey/AI09-1251/2009,CY146359,CY146358,CY146357,CY146352,CY146355,CY146354,CY146353,CY146356,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1292/2009,CY146383,CY146382,CY146381,CY146376,CY146379,CY146378,CY146377,CY146380,New Jersey,USA,IRD:Ruddy Turnstone/Avian,6/3/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-1299/2009,CY146391,CY146390,CY146389,CY146384,CY146387,CY146386,CY146385,CY146388,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-1325/2009,CY146399,CY146398,CY146397,CY146392,CY146395,CY146394,CY146393,CY146396,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1326/2009,CY146407,CY146406,CY146405,CY146400,CY146403,CY146402,CY146401,CY146404,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1336/2009,CY146415,CY146414,CY146413,CY146408,CY146411,CY146410,CY146409,CY146412,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1352/2009,CY146423,CY146422,CY146421,CY146416,CY146419,CY146418,CY146417,CY146420,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-1381/2009,CY146431,CY146430,CY146429,CY146424,CY146427,CY146426,CY146425,CY146428,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/30/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-151/2009,CY145890,CY145889,CY145888,CY145883,CY145886,CY145885,CY145884,CY145887,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/11/2009,H11N1,Yes
A/ruddy turnstone/New Jersey/AI09-169/2009,CY145906,CY145905,CY145904,CY145899,CY145902,CY145901,CY145900,CY145903,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/8/2009,H11N8,Yes
A/ruddy turnstone/New Jersey/AI09-194/2009,CY145914,CY145913,CY145912,CY145907,CY145910,CY145909,CY145908,CY145911,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/13/2009,H11N8,Yes
A/ruddy turnstone/New Jersey/AI09-256/2009,CY145930,CY145929,CY145928,CY145923,CY145926,CY145925,CY145924,CY145927,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/14/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-294/2009,CY145946,CY145945,CY145944,CY145939,CY145942,CY145941,CY145940,CY145943,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/11/2009,H13N6,Yes
A/ruddy turnstone/New Jersey/AI09-305/2009,CY145954,CY145953,CY145952,CY145947,CY145950,CY145949,CY145948,CY145951,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/11/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-342/2009,CY145970,CY145969,CY145968,CY145963,CY145966,CY145965,CY145964,CY145967,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/20/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-372/2009,CY145978,CY145977,CY145976,CY145971,CY145974,CY145973,CY145972,CY145975,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/8/2009,H6N1,Yes
A/ruddy turnstone/New Jersey/AI09-377/2009,CY145986,CY145985,CY145984,CY145979,CY145982,CY145981,CY145980,CY145983,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/14/2009,H6N1,Yes
A/ruddy turnstone/New Jersey/AI09-464/2009,CY146019,CY146018,CY146017,CY146012,CY146015,CY146014,CY146013,CY146016,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N7,Yes
A/ruddy turnstone/New Jersey/AI09-474/2009,CY146035,CY146034,CY146033,CY146028,CY146031,CY146030,CY146029,CY146032,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H10N1,Yes
A/ruddy turnstone/New Jersey/AI09-525/2009,CY146043,CY146042,CY146041,CY146036,CY146039,CY146038,CY146037,CY146040,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N7,Yes
A/ruddy turnstone/New Jersey/AI09-549/2009,CY146051,CY146050,CY146049,CY146044,CY146047,CY146046,CY146045,CY146048,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-554/2009,CY146059,CY146058,CY146057,CY146052,CY146055,CY146054,CY146053,CY146056,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-573/2009,CY146067,CY146066,CY146065,CY146060,CY146063,CY146062,CY146061,CY146064,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-587/2009,CY146075,CY146074,CY146073,CY146068,CY146071,CY146070,CY146069,CY146072,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/24/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-618/2009,CY146092,CY146091,CY146090,CY146085,CY146088,CY146087,CY146086,CY146089,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-620/2009,CY146100,CY146099,CY146098,CY146093,CY146096,CY146095,CY146094,CY146097,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H11N1,Yes
A/ruddy turnstone/New Jersey/AI09-626/2009,CY146108,CY146107,CY146106,CY146101,CY146104,CY146103,CY146102,CY146105,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-710/2009,CY146124,CY146123,CY146122,CY146117,CY146120,CY146119,CY146118,CY146121,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H1N8,Yes
A/ruddy turnstone/New Jersey/AI09-727/2009,CY146132,CY146131,CY146130,CY146125,CY146128,CY146127,CY146126,CY146129,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-775/2009,CY146148,CY146147,CY146146,CY146141,CY146144,CY146143,CY146142,CY146145,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-827/2009,CY146156,CY146155,CY146154,CY146149,CY146152,CY146151,CY146150,CY146153,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H10N1,Yes
A/ruddy turnstone/New Jersey/AI09-837/2009,CY146164,CY146163,CY146162,CY146157,CY146160,CY146159,CY146158,CY146161,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H1N9,Yes
A/ruddy turnstone/New Jersey/AI09-841/2009,CY146172,CY146171,CY146170,CY146165,CY146168,CY146167,CY146166,CY146169,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-846/2009,CY146180,CY146179,CY146178,CY146173,CY146176,CY146175,CY146174,CY146177,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H1N1,Yes
A/ruddy turnstone/New Jersey/AI09-874/2009,CY146188,CY146187,CY146186,CY146181,CY146184,CY146183,CY146182,CY146185,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H1N8,Yes
A/ruddy turnstone/New Jersey/AI09-907/2009,CY146204,CY146203,CY146202,CY146197,CY146200,CY146199,CY146198,CY146201,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-920/2009,CY146213,CY146212,CY146211,CY146205,CY146208,CY146207,CY146206,CY146210,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/29/2009,Mixed,Yes
A/ruddy turnstone/New Jersey/AI09-937/2009,CY146221,CY146220,CY146219,CY146214,CY146217,CY146216,CY146215,CY146218,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/26/2009,H6N1,Yes
A/ruddy turnstone/New Jersey/AI09-944/2009,CY146229,CY146228,CY146227,CY146222,CY146225,CY146224,CY146223,CY146226,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H10N7,Yes
A/ruddy turnstone/New Jersey/AI09-961/2009,CY146245,CY146244,CY146243,CY146238,CY146241,CY146240,CY146239,CY146242,New Jersey,USA,IRD:Ruddy Turnstone/Avian,5/22/2009,H10N7,Yes
A/shorebird/Delaware Bay/107/2009,CY137777,CY137776,CY137775,CY137770,CY137773,CY137772,CY137771,CY137774,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/111/2009,CY137785,CY137784,CY137783,CY137778,CY137781,CY137780,CY137779,CY137782,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/132/2009,CY137793,CY137792,CY137791,CY137786,CY137789,CY137788,CY137787,CY137790,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/139/2009,CY137801,CY137800,CY137799,CY137794,CY137797,CY137796,CY137795,CY137798,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/167/2009,CY131975,CY131974,CY131973,CY131968,CY131971,CY131970,CY131969,CY131972,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H6N1,Yes
A/shorebird/Delaware Bay/170/2009,CY137809,CY137808,CY137807,CY137802,CY137805,CY137804,CY137803,CY137806,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N1,Yes
A/shorebird/Delaware Bay/181/2009,CY127846,CY127845,CY127844,CY127839,CY127842,CY127841,CY127840,CY127843,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H6N8,Yes
A/shorebird/Delaware Bay/226/2009,CY137817,CY137816,CY137815,CY137810,CY137813,CY137812,CY137811,CY137814,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N7,Yes
A/shorebird/Delaware Bay/230/2009,CY127854,CY127853,CY127852,CY127847,CY127850,CY127849,CY127848,CY127851,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H6N1,Yes
A/shorebird/Delaware Bay/231/2009,CY127862,CY127861,CY127860,CY127855,CY127858,CY127857,CY127856,CY127859,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H6N1,Yes
A/shorebird/Delaware Bay/236/2009,CY127870,CY127869,CY127868,CY127863,CY127866,CY127865,CY127864,CY127867,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H11N1,Yes
A/shorebird/Delaware Bay/240/2009,CY137825,CY137824,CY137823,CY137818,CY137821,CY137820,CY137819,CY137822,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/250/2009,CY137833,CY137832,CY137831,CY137826,CY137829,CY137828,CY137827,CY137830,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/255/2009,CY137841,CY137840,CY137839,CY137834,CY137837,CY137836,CY137835,CY137838,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/257/2009,CY127878,CY127877,CY127876,CY127871,CY127874,CY127873,CY127872,CY127875,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H11N8,Yes
A/shorebird/Delaware Bay/271/2009,CY137849,CY137848,CY137847,CY137842,CY137845,CY137844,CY137843,CY137846,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/275/2009,CY103510,CY103509,CY103508,CY103500,CY103504,CY103503,CY103501,CY103505,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,(H1),Yes
A/shorebird/Delaware Bay/281/2009,CY137857,CY137856,CY137855,CY137850,CY137853,CY137852,CY137851,CY137854,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/289/2009,CY136566,CY136565,CY136563,CY136558,CY136561,CY136560,CY136559,CY136562,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,(N1),Yes
A/shorebird/Delaware Bay/300/2009,CY137865,CY137864,CY137863,CY137858,CY137861,CY137860,CY137859,CY137862,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N1,Yes
A/shorebird/Delaware Bay/318/2009,CY136576,CY136575,CY136574,CY136567,CY136572,CY136571,CY136569,CY136573,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,mixed,Yes
A/shorebird/Delaware Bay/321/2009,CY136589,CY136587,CY136585,CY136579,CY136583,CY136581,CY136580,CY136584,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,(H10),Yes
A/shorebird/Delaware Bay/322/2009,CY137873,CY137872,CY137871,CY137866,CY137869,CY137868,CY137867,CY137870,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/324/2009,CY137881,CY137880,CY137879,CY137874,CY137877,CY137876,CY137875,CY137878,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N1,Yes
A/shorebird/Delaware Bay/338/2009,CY137889,CY137888,CY137887,CY137882,CY137885,CY137884,CY137883,CY137886,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N1,Yes
A/shorebird/Delaware Bay/340/2009,CY137897,CY137896,CY137895,CY137890,CY137893,CY137892,CY137891,CY137894,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N1,Yes
A/shorebird/Delaware Bay/342/2009,CY137905,CY137904,CY137903,CY137898,CY137901,CY137900,CY137899,CY137902,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N1,Yes
A/shorebird/Delaware Bay/343/2009,CY137913,CY137912,CY137911,CY137906,CY137909,CY137908,CY137907,CY137910,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H10N7,Yes
A/shorebird/Delaware Bay/351/2009,CY137921,CY137920,CY137919,CY137914,CY137917,CY137916,CY137915,CY137918,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N9,Yes
A/shorebird/Delaware Bay/360/2009,CY137933,CY137930,CY137929,CY137922,CY137926,CY137924,CY137923,CY137927,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,(N7),Yes
A/shorebird/Delaware Bay/380/2010,CY127928,CY127927,CY127926,CY127921,CY127924,CY127923,CY127922,CY127925,Delaware,USA,IRD:Shorebird/Avian,5/20/2010,H6N1,Yes
A/shorebird/Delaware Bay/478/2009,CY127886,CY127885,CY127884,CY127879,CY127882,CY127881,CY127880,CY127883,Delaware,USA,IRD:Shorebird/Avian,5/21/2009,H6N1,Yes
A/shorebird/Delaware Bay/500/2009,CY137941,CY137940,CY137939,CY137934,CY137937,CY137936,CY137935,CY137938,Delaware,USA,IRD:Shorebird/Avian,5/21/2009,H10N7,Yes
A/shorebird/Delaware Bay/512/2009,CY137949,CY137948,CY137947,CY137942,CY137945,CY137944,CY137943,CY137946,Delaware,USA,IRD:Shorebird/Avian,5/21/2009,H10N7,Yes
A/shorebird/Delaware Bay/545/2009,CY137957,CY137956,CY137955,CY137950,CY137953,CY137952,CY137951,CY137954,Delaware,USA,IRD:Shorebird/Avian,5/21/2009,H10N7,Yes
A/shorebird/Delaware Bay/549/2009,CY127894,CY127893,CY127892,CY127887,CY127890,CY127889,CY127888,CY127891,Delaware,USA,IRD:Shorebird/Avian,5/21/2009,H11N1,Yes
A/shorebird/Delaware Bay/55/2009,CY137769,CY137768,CY137767,CY137762,CY137765,CY137764,CY137763,CY137766,Delaware,USA,IRD:Shorebird/Avian,5/15/2009,H10N7,Yes
A/shorebird/Delaware Bay/655/2009,CY137965,CY137964,CY137963,CY137958,CY137961,CY137960,CY137959,CY137962,Delaware,USA,IRD:Shorebird/Avian,6/1/2009,H1N8,Yes
A/shorebird/Delaware Bay/707/2009,CY127902,CY127901,CY127900,CY127895,CY127898,CY127897,CY127896,CY127899,Delaware,USA,IRD:Shorebird/Avian,6/4/2009,H6N2,Yes
A/shorebird/Delaware Bay/756/2009,CY137973,CY137972,CY137971,CY137966,CY137969,CY137968,CY137967,CY137970,Delaware,USA,IRD:Shorebird/Avian,6/4/2009,H10N7,Yes
A/shorebird/Delaware Bay/771/2009,CY137981,CY137980,CY137979,CY137974,CY137977,CY137976,CY137975,CY137978,Delaware,USA,IRD:Shorebird/Avian,6/4/2009,H1N7,Yes
A/shorebird/Delaware Bay/792/2009,CY137989,CY137988,CY137987,CY137982,CY137985,CY137984,CY137983,CY137986,Delaware,USA,IRD:Shorebird/Avian,6/4/2009,H10N7,Yes
A/shorebird/Delaware/170/2009,KF424071,KF424072,KF424073,KF424074,KF424075,KF424076,KF424077,KF424078,Delaware,USA,IRD:Shorebird/Avian,5/20/2009,H1N1,Yes
