Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Sample ID
7,"M1,M2",CY142955,Yes,1002,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
2,"PB1,PB1-F2",CY142568,Yes,2314,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
1,PB2,CY142569,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
3,"PA,PA-X protein(+61)",CY142567,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
4,HA,CY142562,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
6,NA,CY142564,Yes,1433,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
8,"NS1,NS2",CY142566,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
5,NP,CY142565,Yes,1534,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
7,"M1,M2",CY142563,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8084
4,HA,CY136131,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
8,"NS1,NS2",CY136135,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
6,NA,CY136133,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
3,"PA,PA-X protein(+61)",CY136136,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
5,NP,CY136134,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
7,"M1,M2",CY136132,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
2,"PB1,PB1-F2",CY136137,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
1,PB2,CY136138,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8109
8,"NS1,NS2",CY142966,Yes,852,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
3,"PA,PA-X protein(+61)",CY142967,Yes,2208,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
2,"PB1,PB1-F2",CY142968,Yes,2316,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
1,PB2,CY142969,Yes,2297,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
4,HA,CY142962,Yes,1713,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
6,NA,CY142964,Yes,1440,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
7,"M1,M2",CY142963,Yes,1002,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
5,NP,CY142965,Yes,1537,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8119
7,"M1,M2",CY142291,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
6,NA,CY142292,Yes,1435,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
3,"PA,PA-X protein(+61)",CY142295,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
8,"NS1,NS2",CY142294,Yes,855,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
2,"PB1,PB1-F2",CY142296,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
4,HA,CY142290,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
1,PB2,CY142297,Yes,2295,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
5,NP,CY142293,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8237
6,NA,CY136141,Yes,1435,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
8,"NS1,NS2",CY136143,Yes,848,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
7,"M1,M2",CY136140,Yes,994,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
5,NP,CY136142,Yes,1537,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
1,PB2,CY136146,Yes,2306,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
2,"PB1,PB1-F2",CY136145,Yes,2316,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
4,HA,CY136139,Yes,1703,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
3,"PA,PA-X protein(+61)",CY136144,Yes,2208,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8273
6,NA,CY142980,Yes,1431,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
5,NP,CY142981,Yes,1535,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
3,"PA,PA-X protein(+61)",CY142983,Yes,2203,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
4,HA,CY142978,Yes,1713,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
8,"NS1,NS2",CY142982,Yes,865,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
7,"M1,M2",CY142979,Yes,1002,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
1,PB2,CY142985,Yes,2316,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
2,"PB1,PB1-F2",CY142984,Yes,2308,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8415
3,"PA,PA-X protein(+61)",CY136276,Yes,2208,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
5,NP,CY136274,Yes,1537,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
4,HA,CY136271,Yes,1740,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
2,"PB1,PB1-F2",CY136277,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
6,NA,CY136273,Yes,1413,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
1,PB2,CY136278,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
8,"NS1,NS2",CY136275,Yes,848,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
7,"M1,M2",CY136272,Yes,1002,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8448
2,"PB1,PB1-F2",CY136161,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
5,NP,CY136158,Yes,1537,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
4,HA,CY136155,Yes,1740,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
1,PB2,CY136162,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
7,"M1,M2",CY136156,Yes,1002,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
6,NA,CY136157,Yes,1413,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
3,"PA,PA-X protein(+61)",CY136160,Yes,2208,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
8,"NS1,NS2",CY136159,Yes,848,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8459
5,NP,CY136200,Yes,1537,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
8,"NS1,NS2",CY136201,Yes,848,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
1,PB2,CY136204,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
6,NA,CY136199,Yes,1413,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
7,"M1,M2",CY136198,Yes,1002,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
2,"PB1,PB1-F2",CY136203,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
3,"PA,PA-X protein(+61)",CY136202,Yes,2208,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
4,HA,CY136197,Yes,1740,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8464
2,"PB1,PB1-F2",CY141413*,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
4,NL,CY141407*,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
6,NA,CY141409*,Yes,1433,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
8,"NS1,NS2",CY141411*,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
1,PB2,CY141414*,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
7,"M1,M2",CY141408*,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
5,NP,CY141410*,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
3,"PA,PA-X protein(+61)",CY141412*,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8483
5,NP,CY136328,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
1,PB2,CY136332,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
3,"PA,PA-X protein(+61)",CY136330,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
4,HA,CY136325,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
2,"PB1,PB1-F2",CY136331,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
7,"M1,M2",CY136326,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
6,NA,CY136327,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
8,"NS1,NS2",CY136329,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8498
4,HA,CY136205,Yes,1740,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
5,NP,CY136208,Yes,1540,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
1,PB2,CY136212,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
8,"NS1,NS2",CY136209,Yes,848,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
7,"M1,M2",CY136206,Yes,1002,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
3,"PA,PA-X protein(+61)",CY136210,Yes,2208,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
2,"PB1,PB1-F2",CY136211,Yes,2316,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
6,NA,CY136207,Yes,1413,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8502
1,PB2,CY143001,Yes,2316,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
2,"PB1,PB1-F2",CY143000,Yes,2309,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
5,NP,CY142997,Yes,1535,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
8,"NS1,NS2",CY142998,Yes,865,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
3,"PA,PA-X protein(+61)",CY142999,Yes,2208,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
4,HA,CY142994,Yes,1740,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
7,"M1,M2",CY142995,Yes,1002,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
6,NA,CY142996,Yes,1435,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8553
6,NA,CY143350,Yes,1435,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
4,HA,CY143348,Yes,1740,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
7,"M1,M2",CY143349,Yes,1002,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
1,PB2,CY143355,Yes,2313,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
8,"NS1,NS2",CY143352,Yes,865,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
5,NP,CY143351,Yes,1535,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
2,"PB1,PB1-F2",CY143354,Yes,2309,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
3,"PA,PA-X protein(+61)",CY143353,Yes,2208,H3N8,8/10/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8657
4,HA,CY143002,Yes,1713,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
8,"NS1,NS2",CY143006,Yes,865,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
1,PB2,CY143009,Yes,2306,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
5,NP,CY143005,Yes,1535,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
3,"PA,PA-X protein(+61)",CY143007,Yes,2208,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
2,"PB1,PB1-F2",CY143008,Yes,2316,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
7,"M1,M2",CY143003,Yes,994,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
6,NA,CY143004,Yes,1438,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8803
5,NP,CY143013,Yes,1535,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
1,PB2,CY143017,Yes,2306,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
7,"M1,M2",CY143011,Yes,994,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
2,"PB1,PB1-F2",CY143016,Yes,2316,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
4,HA,CY143010,Yes,1713,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
6,NA,CY143012,Yes,1439,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
8,"NS1,NS2",CY143014,Yes,865,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
3,"PA,PA-X protein(+61)",CY143015,Yes,2208,H4N6,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8815
4,HA,CY143026,Yes,1740,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
8,"NS1,NS2",CY143030,Yes,865,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
1,PB2,CY143033,Yes,2316,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
7,"M1,M2",CY143027,Yes,1002,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
2,"PB1,PB1-F2",CY143032,Yes,2309,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
3,"PA,PA-X protein(+61)",CY143031,Yes,2208,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
6,NA,CY143028,Yes,1435,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
5,NP,CY143029,Yes,1535,H3N8,8/11/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8907
5,NP,CY136192,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
7,"M1,M2",CY136190,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
1,PB2,CY136196,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
8,"NS1,NS2",CY136193,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
3,"PA,PA-X protein(+61)",CY136194,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
4,HA,CY136189,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
6,NA,CY136191,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
2,"PB1,PB1-F2",CY136195,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM8967
7,"M1,M2",CY141352,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
6,NA,CY141353,Yes,1433,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
3,"PA,PA-X protein(+61)",CY141356,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
1,PB2,CY141358,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
8,"NS1,NS2",CY141355,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
5,NP,CY141354,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
4,HA,CY141351,Yes,1699,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
2,"PB1,PB1-F2",CY141357,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9005
8,"NS1,NS2",CY142334,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
5,NP,CY142333,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
6,NA,CY142332,Yes,1434,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
2,"PB1,PB1-F2",CY142336,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
4,HA,CY142330,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
7,"M1,M2",CY142331,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
3,"PA,PA-X protein(+61)",CY142335,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
1,PB2,CY142337,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9065
1,PB2,CY142353,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
5,NP,CY142349,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
8,"NS1,NS2",CY142350,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
4,HA,CY142346,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
3,"PA,PA-X protein(+61)",CY142351,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
7,"M1,M2",CY142347,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
2,"PB1,PB1-F2",CY142352,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
6,NA,CY142348,Yes,1433,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9129
3,"PA,PA-X protein(+61)",CY136218,Yes,2208,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
4,HA,CY136213,Yes,1740,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
2,"PB1,PB1-F2",CY136219,Yes,2309,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
5,NP,CY136216,Yes,1535,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
7,"M1,M2",CY136214,Yes,1002,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
6,NA,CY136215,Yes,1435,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
1,PB2,CY136220,Yes,2316,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
8,"NS1,NS2",CY136217,Yes,865,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9153
2,"PB1,PB1-F2",CY142376,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
4,HA,CY142370,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
1,PB2,CY142377,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
8,"NS1,NS2",CY142374,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
7,"M1,M2",CY142371,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
3,"PA,PA-X protein(+61)",CY142375,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
6,NA,CY142372,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
5,NP,CY142373,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9383
6,NA,CY143244,Yes,1435,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
3,"PA,PA-X protein(+61)",CY143247,Yes,2208,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
1,PB2,CY143249,Yes,2316,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
4,HA,CY143242,Yes,1740,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
5,NP,CY143245,Yes,1535,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
2,"PB1,PB1-F2",CY143248,Yes,2316,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
7,"M1,M2",CY143243,Yes,994,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
8,"NS1,NS2",CY143246,Yes,865,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9447
8,"NS1,NS2",CY143254,Yes,865,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
3,"PA,PA-X protein(+61)",CY143255,Yes,2208,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
4,HA,CY143250,Yes,1740,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
7,"M1,M2",CY143251,Yes,1002,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
2,"PB1,PB1-F2",CY143256,Yes,2309,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
6,NA,CY143252,Yes,1435,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
1,PB2,CY143257,Yes,2316,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
5,NP,CY143253,Yes,1535,H3N8,8/13/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM9611
2,"PB1,PB1-F2",CY136236,Yes,2316,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
8,"NS1,NS2",CY136234,Yes,865,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
4,HA,CY136230,Yes,1713,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
5,NP,CY136233,Yes,1535,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
7,"M1,M2",CY136231,Yes,994,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
1,PB2,CY136237,Yes,2306,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
6,NA,CY136232,Yes,1440,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
3,"PA,PA-X protein(+61)",CY136235,Yes,2208,H4N6,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9663
7,"M1,M2",CY136239,Yes,1002,H3N1,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM9973
