Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
5,NP,CY143383,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
7,"M1,M2",CY136124,Yes,1002,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
3,"PA,PA-X protein(+61)",CY136128,Yes,2208,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
1,PB2,CY136130,Yes,2316,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
5,NP,CY136126,Yes,1535,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
4,HA,CY136123,Yes,1740,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
2,"PB1,PB1-F2",CY136129,Yes,2309,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
8,"NS1,NS2",CY136127,Yes,865,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
6,NA,CY136125,Yes,1435,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7108R2/2009
3,"PA,PA-X protein(+61)",CY142679,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
8,"NS1,NS2",CY142678,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
6,NA,CY142676,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
1,PB2,CY142681,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
2,"PB1,PB1-F2",CY142680,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
7,"M1,M2",CY142675,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
4,HA,CY142674,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
5,NP,CY142677,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7118R1/2009
3,"PA,PA-X protein(+61)",CY142054,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
2,"PB1,PB1-F2",CY142055,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
7,"M1,M2",CY142050,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
6,NA,CY142051,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
5,NP,CY142052,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
8,"NS1,NS2",CY142053,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
1,PB2,CY142056,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
4,HA,CY142049,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7152R2/2009
3,"PA,PA-X protein(+61)",CY142687,Yes,2208,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
5,NP,CY142685,Yes,1535,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
7,"M1,M2",CY142683,Yes,994,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
4,HA,CY142682,Yes,1713,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
1,PB2,CY142689,Yes,2306,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
6,NA,CY142684,Yes,1440,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
2,"PB1,PB1-F2",CY142688,Yes,2316,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
8,"NS1,NS2",CY142686,Yes,865,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7232R0/2009
2,"PB1,PB1-F2",CY142095,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
7,"M1,M2",CY142090,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
8,"NS1,NS2",CY142093,Yes,855,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
1,PB2,CY142096,Yes,2295,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
3,"PA,PA-X protein(+61)",CY142094,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
4,HA,CY142089,Yes,1717,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
5,NP,CY142092,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
6,NA,CY142091,Yes,1435,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7240R0/2009
3,"PA,PA-X protein(+61)",CY142695,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
5,NP,CY142693,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
4,HA,CY142690,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
8,"NS1,NS2",CY142694,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
7,"M1,M2",CY142691,Yes,994,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
1,PB2,CY142697,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
6,NA,CY142692,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
2,"PB1,PB1-F2",CY142696,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7252R0/2009
5,NP,CY142701,Yes,1540,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
4,HA,CY142698,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
7,"M1,M2",CY142699,Yes,994,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
1,PB2,CY142705,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
2,"PB1,PB1-F2",CY142704,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
3,"PA,PA-X protein(+61)",CY142703,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
6,NA,CY142700,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
8,"NS1,NS2",CY142702,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7254R0/2009
4,HA,CY142706,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
3,"PA,PA-X protein(+61)",CY142711,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
2,"PB1,PB1-F2",CY142712,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
8,"NS1,NS2",CY142710,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
7,"M1,M2",CY142707,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
5,NP,CY142709,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
6,NA,CY142708,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
1,PB2,CY142713,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7258R0/2009
2,"PB1,PB1-F2",CY142720,Yes,2316,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
6,NA,CY142716,Yes,1440,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
3,"PA,PA-X protein(+61)",CY142719,Yes,2208,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
4,HA,CY142714,Yes,1713,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
7,"M1,M2",CY142715,Yes,1002,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
8,"NS1,NS2",CY142718,Yes,848,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
1,PB2,CY142721,Yes,2306,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
5,NP,CY142717,Yes,1537,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7302R0/2009
1,PB2,CY142913,Yes,2316,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
8,"NS1,NS2",CY142910,Yes,865,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
5,NP,CY142909,Yes,1535,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
4,HA,CY142906,Yes,1740,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
3,"PA,PA-X protein(+61)",CY142911,Yes,2208,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
6,NA,CY142908,Yes,1435,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
7,"M1,M2",CY142907,Yes,1002,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
2,"PB1,PB1-F2",CY142912,Yes,2309,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7368R0/2009
7,"M1,M2",CY142235,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
6,NA,CY142236,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
1,PB2,CY142241,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
5,NP,CY142237,Yes,1538,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
4,HA,CY142234,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
8,"NS1,NS2",CY142238,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
2,"PB1,PB1-F2",CY142240,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
3,"PA,PA-X protein(+61)",CY142239,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7398R0/2009
2,"PB1,PB1-F2",CY142920,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
3,"PA,PA-X protein(+61)",CY142919,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
7,"M1,M2",CY142915,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
8,"NS1,NS2",CY142918,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
6,NA,CY142916,Yes,1440,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
5,NP,CY142917,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
1,PB2,CY142921,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
4,HA,CY142914,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7496R0/2009
1,PB2,CY142929,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
5,NP,CY142925,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
7,"M1,M2",CY142923,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
6,NA,CY142924,Yes,1437,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
8,"NS1,NS2",CY142926,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
2,"PB1,PB1-F2",CY142928,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
3,"PA,PA-X protein(+61)",CY142927,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
4,HA,CY142922,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7620R0/2009
6,NA,CY142932,Yes,1440,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
2,"PB1,PB1-F2",CY142936,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
3,"PA,PA-X protein(+61)",CY142935,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
7,"M1,M2",CY142931,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
5,NP,CY142933,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
8,"NS1,NS2",CY142934,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
4,HA,CY142930,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
1,PB2,CY142937,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7632R0/2009
1,PB2,CY142249,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
2,"PB1,PB1-F2",CY142248,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
3,"PA,PA-X protein(+61)",CY142247,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
7,"M1,M2",CY142243,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
8,"NS1,NS2",CY142246,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
5,NP,CY142245,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
6,NA,CY142244,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
4,HA,CY142242,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7688R0/2009
5,NP,CY142253,Yes,1537,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
7,"M1,M2",CY142251,Yes,994,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
6,NA,CY142252,Yes,1435,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
2,"PB1,PB1-F2",CY142256,Yes,2316,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
3,"PA,PA-X protein(+61)",CY142255,Yes,2208,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
1,PB2,CY142257,Yes,2306,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
8,"NS1,NS2",CY142254,Yes,848,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
4,HA,CY142250,Yes,1703,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7694R0/2009
7,"M1,M2",CY142259,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
3,"PA,PA-X protein(+61)",CY142263,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
1,PB2,CY142265,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
8,"NS1,NS2",CY142262,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
6,NA,CY142260,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
2,"PB1,PB1-F2",CY142264,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
4,HA,CY142258,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
5,NP,CY142261,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7696R0/2009
4,HA,CY136263,Yes,1713,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
8,"NS1,NS2",CY136267,Yes,848,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
5,NP,CY136266,Yes,1535,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
2,"PB1,PB1-F2",CY136269,Yes,2316,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
3,"PA,PA-X protein(+61)",CY136268,Yes,2208,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
1,PB2,CY136270,Yes,2306,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
6,NA,CY136265,Yes,1437,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
7,"M1,M2",CY136264,Yes,1002,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7799R0/2009
8,"NS1,NS2",CY142942,Yes,865,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
6,NA,CY142940,Yes,1421,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
7,"M1,M2",CY142939,Yes,1002,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
3,"PA,PA-X protein(+61)",CY142943,Yes,2202,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
4,HA,CY142938,Yes,1723,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
5,NP,CY142941,Yes,1540,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
1,PB2,CY142945,Yes,2293,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
2,"PB1,PB1-F2",CY142944,Yes,2316,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7836R0/2009
2,PB1,CY142272,Yes,2294,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7840R0/2009
1,PB2,CY142273,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7840R0/2009
4,HA,CY142266,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7840R0/2009
8,"NS1,NS2",CY142270,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7840R0/2009
3,"PA,PA-X protein(+61)",CY142271,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM7840R0/2009
