Common Name,Sample ID,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8
A/northern pintail/Interior Alaska/9BM7258R0/2009(H3N8),9BM7258,1096-19075,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91893,148.80943,2315,6-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB11,221,U,Y,F,MIGRANT,618,94.7,45,237,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142713,CY142712,CY142711,CY142706,CY142709,CY142708,CY142707,CY142710
A/northern pintail/Interior Alaska/9BM7302R0/2009(H4N6),9BM7302,1146-19193,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93807,148.80484,1030,7-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B44,1041,7-Aug-09,N,,MIGRANT,861,109.2,52.7,262,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142721,CY142720,CY142719,CY142714,CY142717,CY142716,CY142715,CY142718
A/northern pintail/Interior Alaska/9BM7368R0/2009(H3N8),9BM7368,1146-19219,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.93795,148.80226,1056,7-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B45,1067,7-Aug-09,N,,MIGRANT,885,100.6,46.9,232,,5,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142913,CY142912,CY142911,CY142906,CY142909,CY142908,CY142907,CY142910
A/northern pintail/Interior Alaska/9BM7398R0/2009(H10N7),9BM7398,1096-19042,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1056,7-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB12,244,U,Y,F,MIGRANT,892,107.1,50.7,263,,4,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142241,CY142240,CY142239,CY142234,CY142237,CY142236,CY142235,CY142238
A/northern pintail/Interior Alaska/9BM7496R0/2009(H4N6),9BM7496,1146-19267,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.91893,148.80943,855,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B47,1128,8-Aug-09,N,,MIGRANT,857,97.6,46.6,248,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142921,CY142920,CY142919,CY142914,CY142917,CY142916,CY142915,CY142918
A/northern pintail/Interior Alaska/9BM7620R0/2009(H4N6),9BM7620,1146-19278,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B48,1139,8-Aug-09,N,,MIGRANT,775,101.9,48.4,258,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142929,CY142928,CY142927,CY142922,CY142925,CY142924,CY142923,CY142926
A/northern pintail/Interior Alaska/9BM7632R0/2009(H4N6),9BM7632,1146-19284,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B48,1145,8-Aug-09,N,,MIGRANT,931,105.6,51.3,263,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142937,CY142936,CY142935,CY142930,CY142933,CY142932,CY142931,CY142934
A/northern pintail/Interior Alaska/9BM7688R0/2009(H10N7),9BM7688,1096-19042,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB13,275,U,Y,F,MIGRANT,844,107,51.8,265,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142249,CY142248,CY142247,CY142242,CY142245,CY142244,CY142243,CY142246
A/northern pintail/Interior Alaska/9BM7694R0/2009(H10N4),9BM7694,1146-18756,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB13,278,31-Jul-09,Y,O,MIGRANT,835,,,254,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142257,CY142256,CY142255,CY142250,CY142253,CY142252,CY142251,CY142254
A/northern pintail/Interior Alaska/9BM7696R0/2009(H10N7),9BM7696,1146-18985,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB13,279,4-Aug-09,Y,O,MIGRANT,783,,,257,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142265,CY142264,CY142263,CY142258,CY142261,CY142260,CY142259,CY142262
A/northern pintail/Interior Alaska/9BM7799R0/2009(H4N7),9BM7799,1146-19325,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.909,148.85644,2100,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B50,1199,8-Aug-09,N,,MIGRANT,928,105.4,51.8,261,,4,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136270,CY136269,CY136268,CY136263,CY136266,CY136265,CY136264,CY136267
A/northern pintail/Interior Alaska/9BM7836R0/2009(H3N8),9BM7836,1146-19344,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2100,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1218,8-Aug-09,N,,MIGRANT,769,96.4,47.4,253,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142945,CY142944,CY142943,CY142938,CY142941,CY142940,CY142939,CY142942
A/northern pintail/Interior Alaska/9BM7840R0/2009(H10N7),9BM7840,1146-19346,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2100,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1220,8-Aug-09,N,,MIGRANT,905,105.7,48.8,257,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142273,CY142272,CY142271,CY142266,CY142269,CY142268,CY142267,CY142270
A/northern pintail/Interior Alaska/9BM7846R0/2009(H10N7),9BM7846,1146-19349,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2100,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1223,8-Aug-09,N,,MIGRANT,913,106.2,50.5,260,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142281,CY142280,CY142279,CY142274,CY142277,CY142276,CY142275,CY142278
A/northern pintail/Interior Alaska/9BM7861R0/2009(H10N7),9BM7861,1146-19356,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,2100,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1230,8-Aug-09,N,,MIGRANT,812,96.7,46.3,243,,2,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142457,CY142456,CY142455,CY142450,CY142453,CY142452,CY142451,CY142454
A/northern pintail/Interior Alaska/9BM7882R0/2009(H8N4),9BM7882,1146-19358,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,2245,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B52,1233,8-Aug-09,N,,MIGRANT,842,108.2,50.3,255,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142289,CY142288,CY142287,CY142282,CY142285,CY142284,CY142283,CY142286
A/northern pintail/Interior Alaska/9BM7895R0/2009(H10N7),9BM7895,1146-19364,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93795,148.80226,2245,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B52,1239,8-Aug-09,N,,MIGRANT,873,109.8,52,263,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142465,CY142464,CY142463,CY142458,CY142461,CY142460,CY142459,CY142462
A/northern pintail/Interior Alaska/9BM7934R0/2009(H4N6),9BM7934,1146-19384,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,2245,8-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B53,1259,8-Aug-09,N,,MIGRANT,782,103,51.3,253,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142953,CY142952,CY142951,CY142946,CY142949,CY142948,CY142947,CY142950
A/northern pintail/Interior Alaska/9BM7972R0/2009(H4N6),9BM7972,1146-19389,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.94638,148.82716,25,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B53,1276,9-Aug-09,N,,MIGRANT,716,95.2,46.2,242,,0,,,,MATT'S,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143395,CY143394,CY143393,CY143388,CY143391,CY143390,CY143389,CY143392
A/northern pintail/Interior Alaska/9BM8022R0/2009(H4N6),9BM8022,1146-19505,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,1008,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B54,1296,9-Aug-09,N,,MIGRANT,757,99.6,46.6,248,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142961,CY142960,CY142959,CY142954,CY142957,CY142956,CY142955,CY142958
A/northern pintail/Interior Alaska/9BM8084R0/2009(H10N7),9BM8084,1146-18928,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93795,148.80226,1135,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,320,3-Aug-09,Y,O,MIGRANT,665,,,242,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142569,CY142568,CY142567,CY142562,CY142565,CY142564,CY142563,CY142566
A/northern pintail/Interior Alaska/9BM8109R0/2009(H8N4),9BM8109,1146-18993,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1135,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,333,4-Aug-09,Y,O,MIGRANT,789,,,260,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136138,CY136137,CY136136,CY136131,CY136134,CY136133,CY136132,CY136135
A/northern pintail/Interior Alaska/9BM8119R0/2009(H4N6),9BM8119,1146-18978,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,1135,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,338,3-Aug-09,Y,O,MIGRANT,699,,,248,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142969,CY142968,CY142967,CY142962,CY142965,CY142964,CY142963,CY142966
A/American green-winged teal/Interior Alaska/9BM8129R0/2009(H4N6),9BM8129,934-93623,,,,AGWT,Anas crecca,M,A,H,AHY,AHY,W,M,C,64.93762,148.83144,1324,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B55,1316,9-Aug-09,N,,MIGRANT,332,77,35.5,185,,1,,,,SNAG LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142977,CY142976,CY142975,CY142970,CY142973,CY142972,CY142971,CY142974
A/northern pintail/Interior Alaska/9BM8237R0/2009(H8N4),9BM8237,1146-19542,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,2113,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B57,1360,9-Aug-09,N,,MIGRANT,759,98.7,47.8,245,,1,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142297,CY142296,CY142295,CY142290,CY142293,CY142292,CY142291,CY142294
A/northern pintail/Interior Alaska/9BM8273R0/2009(H10N4),9BM8273,1146-18753,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,2113,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,366,31-Jul-09,Y,O,MIGRANT,847,,,251,,1,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136146,CY136145,CY136144,CY136139,CY136142,CY136141,CY136140,CY136143
A/mallard/Interior Alaska/9BM8287R0/2009(H10N7),9BM8287,1837-22237,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93795,148.80226,2113,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,369,14-Aug-08,Y,O,MIGRANT,1135,108.5,52.6,281,,3,,,,SAM BERRY WATER,BAIT TRAP,,,2008 RECAP,,,,,,,,,,,,,,,CY142305,CY142304,CY142303,CY142298,CY142301,CY142300,CY142299,CY142302
A/mallard/Interior Alaska/9BM8387R0/2009(H3N8),9BM8387,1757-75126,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.92196,148.7722,946,14-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP5,95,U,,,MIGRANT,1100,114.9,53,261,,0,,,,NORTH MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136154,CY136153,CY136152,CY136147,CY136150,CY136149,CY136148,CY136151
A/mallard/Interior Alaska/9BM8389R0/2009(H8N4),9BM8389,1837-22613,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,C,64.92196,148.7722,946,14-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP5,96,30-Jul-09,Y,O,DUCKLING,926,104.2,53.1,215,,0,,,,NORTH MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142313,CY142312,CY142311,CY142306,CY142309,CY142308,CY142307,CY142310
A/northern pintail/Interior Alaska/9BM8415R2/2009(H4N6),9BM8415,1146-19548,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2345,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B57,1370,9-Aug-09,N,,MIGRANT,579,94.9,46.3,250,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142985,CY142984,CY142983,CY142978,CY142981,CY142980,CY142979,CY142982
A/mallard/Interior Alaska/9BM8425R0/2009(H10N7),9BM8425,1837-22703,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.909,148.85644,2345,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B57,1374,9-Aug-09,N,,MIGRANT,1428,115.5,53.6,285,,0,133,9BM20133,9BM30133,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142321,CY142320,CY142319,CY142314,CY142317,CY142316,CY142315,CY142318
A/northern pintail/Interior Alaska/9BM8448R0/2009(H3N1),9BM8448,1146-19559,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1385,10-Aug-09,N,,MIGRANT,733,98.9,47.8,246,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136278,CY136277,CY136276,CY136271,CY136274,CY136273,CY136272,CY136275
A/northern pintail/Interior Alaska/9BM8459R0/2009(H3N1),9BM8459,1146-19565,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1391,10-Aug-09,N,,MIGRANT,786,104.8,47.2,261,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136162,CY136161,CY136160,CY136155,CY136158,CY136157,CY136156,CY136159
A/northern pintail/Interior Alaska/9BM8464R0/2009(H3N1),9BM8464,1146-19567,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,OP,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1393,10-Aug-09,N,,MIGRANT,953,113.2,54,270,,0,138,9BM20138,9BM30138,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136204,CY136203,CY136202,CY136197,CY136200,CY136199,CY136198,CY136201
A/mallard/Interior Alaska/9BM8465R0/2009(H3N1),9BM8465,1837-22707,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1394,10-Aug-09,N,,MIGRANT,1280,103.8,52.6,274,,5,139,9BM20139,9BM30139,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136170,CY136169,CY136168,CY136163,CY136166,CY136165,CY136164,CY136167
A/mallard/Interior Alaska/9BM8471R0/2009(H4N6),9BM8471,1837-22710,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1397,10-Aug-09,N,,MIGRANT,1093,110.6,55.1,275,,0,142,9BM20142,9BM30142,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142993,CY142992,CY142991,CY142986,CY142989,CY142988,CY142987,CY142990
A/mallard/Interior Alaska/9BM8474R0/2009(H3N1),9BM8474,1837-22711,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,OP,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1398,10-Aug-09,N,,MIGRANT,1071,105.1,51.5,269,,0,143,9BM20143,9BM30143,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136316,CY136315,CY136314,CY136309,CY136312,CY136311,CY136310,CY136313
A/northern pintail/Interior Alaska/9BM8483R2/2009(H10N7),9BM8483,1096-80040,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,930,9-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,382,U,Y,F,MIGRANT,639,98.5,48.7,241,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY141414*,CY141413*,CY141412*,CY141407*,CY141410*,CY141409*,CY141408*,CY141411*
A/northern pintail/Interior Alaska/9BM8498R0/2009(H10N7),9BM8498,1146-19034,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93795,148.80226,1130,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,389,5-Aug-09,Y,O,MIGRANT,686,,,248,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136332,CY136331,CY136330,CY136325,CY136328,CY136327,CY136326,CY136329
A/northern pintail/Interior Alaska/9BM8502R0/2009(H3N1),9BM8502,1146-19568,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,OP,64.93795,148.80226,1130,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1400,10-Aug-09,N,,MIGRANT,954,108.9,52.2,257,,0,147,9BM20147,9BM30147,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136212,CY136211,CY136210,CY136205,CY136208,CY136207,CY136206,CY136209
A/mallard/Interior Alaska/9BM8524R0/2009(H3N1),9BM8524,1837-22716,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.93795,148.80226,1130,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B59,1411,10-Aug-09,N,,MIGRANT,942,113.2,54.2,241,,0,151,9BM20151,9BM30151,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136324*,CY136323*,CY136322*,CY136317*,CY136320*,CY136319*,CY136318*,CY136321*
A/northern pintail/Interior Alaska/9BM8553R0/2009(H3N8),9BM8553,1146-18822,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93762,148.83144,1320,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB18,395,1-Aug-09,Y,O,MIGRANT,812,,,262,,0,,,,SNAG LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143001,CY143000,CY142999,CY142994,CY142997,CY142996,CY142995,CY142998
A/northern pintail/Interior Alaska/9BM8657R1/2009(H3N8),9BM8657,1146-19416,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2150,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B61,1463,10-Aug-09,N,,MIGRANT,977,109.3,50.3,269,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143355,CY143354,CY143353,CY143348,CY143351,CY143350,CY143349,CY143352
A/northern pintail/Interior Alaska/9BM8803R0/2009(H4N6),9BM8803,1146-19454,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.91926,148.80902,929,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B63,1520,11-Aug-09,N,,MIGRANT,867,98.9,49.8,257,,0,180,9BM20180,9BM30180,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143009,CY143008,CY143007,CY143002,CY143005,CY143004,CY143003,CY143006
A/northern pintail/Interior Alaska/9BM8815R0/2009(H4N6),9BM8815,1096-80058,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,929,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB19,426,U,Y,F,MIGRANT,902,106.3,49.2,263,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143017,CY143016,CY143015,CY143010,CY143013,CY143012,CY143011,CY143014
A/mallard/Interior Alaska/9BM8829R0/2009(H4N6),9BM8829,1837-22747,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.94638,148.82716,1043,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B63,1525,11-Aug-09,N,,MIGRANT,1229,115.5,52.5,267,,0,182,9BM20182,9BM30182,MATT'S,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143025,CY143024,CY143023,CY143018,CY143021,CY143020,CY143019,CY143022
A/northern pintail/Interior Alaska/9BM8907R0/2009(H3N8),9BM8907,1146-19476,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,1309,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B64,1555,11-Aug-09,N,,MIGRANT,726,96.9,47.9,215,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143033,CY143032,CY143031,CY143026,CY143029,CY143028,CY143027,CY143030
A/mallard/Interior Alaska/9BM8921R0/2009(H10N7),9BM8921,1837-22759,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.909,148.85644,1309,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B65,1562,11-Aug-09,N,,MIGRANT,1172,110.8,55.5,280,,0,196,9BM20196,9BM30196,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142329,CY142328,CY142327,CY142322,CY142325,CY142324,CY142323,CY142326
A/mallard/Interior Alaska/9BM8935R0/2009(H4N7),9BM8935,1717-92096,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.909,148.85644,1309,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB20,444,U,Y,F,MIGRANT,1216,115.7,56,287,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136188,CY136187,CY136186,CY136181,CY136184,CY136183,CY136182,CY136185
A/northern pintail/Interior Alaska/9BM8967R0/2009(H8N4),9BM8967,1146-18584,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,2001,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB20,460,29-Jul-09,Y,O,MIGRANT,797,,,229,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,,CY136196,CY136195,CY136194,CY136189,CY136192,CY136191,CY136190,CY136193
A/northern pintail/Interior Alaska/9BM9005R0/2009(H10N7),9BM9005,1146-19495,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93762,148.83144,2045,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B65,1579,11-Aug-09,N,,MIGRANT,739,104.6,51.5,269,,0,,,,SNAG LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY141358,CY141357,CY141356,CY141351,CY141354,CY141353,CY141352,CY141355
A/northern pintail/Interior Alaska/9BM9037R0/2009(H10N7),9BM9037,1146-19607,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2154,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B66,1592,11-Aug-09,N,,MIGRANT,1033,106.8,51.5,268,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY141366,CY141365,CY141364,CY141359,CY141362,CY141361,CY141360,CY141363
A/mallard/Interior Alaska/9BM9049R0/2009(H4N6),9BM9049,1837-22764,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.909,148.85644,2154,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B66,1598,11-Aug-09,N,,MIGRANT,1454,111.8,53.5,293,,5,215,9BM20215,9BM30215,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY143041,CY143040,CY143039,CY143034,CY143037,CY143036,CY143035,CY143038
A/northern pintail/Interior Alaska/9BM9065R0/2009(H10N7),9BM9065,1146-18770,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2217,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB21A,473,31-Jul-09,Y,O,MIGRANT,666,,,247,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142337,CY142336,CY142335,CY142330,CY142333,CY142332,CY142331,CY142334
